100;0.005767595891454734;1488.8152243903526;5.269759124928064;320.0935589708023;305.51583695991695;9.258470456639355;1488.8147388408784;300.2026468589672
200;0.010546294160550583;2208.5735160478284;5.424831605282106;323.6937762579574;307.3013686844241;11.387449600734879;2208.574288029702;311.9404718480647
300;0.014955924043520316;2650.6455435852313;5.545264982503052;326.70446001981895;308.79787855892744;12.840224144384717;2650.6452782487736;319.6711408997284
400;0.019294845158418183;2970.0908422026896;5.635857773213426;329.10083225716136;309.9897445345416;14.006686189108231;2970.090032077832;325.2326416779031
500;0.023729793152908525;3222.0957495989105;5.707650446032615;331.0832228681373;310.97599839456996;15.019349620814488;3222.0941180057416;329.5371748792161
600;0.028369744463842012;3431.6491974358137;5.766987953585811;332.7788434799072;311.81973514647524;15.939497687313548;3431.646479201651;333.03281921973166
700;0.03328949570166375;3611.742952815286;5.817485758212466;334.2634946849637;312.5585892725163;16.799834548098715;3611.741255553431;335.9603044872074
800;0.03853766007099635;3769.7528520885676;5.861300429196359;335.5832419629328;313.21544171304026;17.618853631256226;3769.753003642972;338.4593851282027
900;0.04413951894991069;3910.1485282792396;5.899787284807177;336.76709419701905;313.8047039035199;18.406937825421377;3910.149557540923;340.6171610647335
1000;0.05009933721962761;4035.8149843405586;5.933853122293294;337.8343974722498;314.33598798223454;19.169533801154213;4035.823302984043;342.4922648227345
1100;0.05640382150722835;4148.798913803666;5.964144342976035;338.7989567268965;314.8161526876004;19.909109613399554;4148.799259043392;344.1276456789633
1200;0.06302734448674976;4250.631641140942;5.991171409918531;339.6720343063832;315.25079631553865;20.626528712905788;4250.637990665765;345.5573835660221
1300;0.06993687474078289;4342.627094692053;6.015347781292247;340.46307291676624;315.64461223246747;21.32191830934926;4342.628588595968;346.8100352226133
1400;0.07709713396993424;4425.890211464646;6.037037351839907;341.1808863720549;316.0019841238475;21.995267477522763;4425.902773773353;347.91027095766617
1500;0.08447332891465702;4501.459517340528;6.056549103764717;341.8332554519877;316.3267809412114;22.646657057280073;4501.461784197471;348.87950390004903
1600;0.0920339924521657;4570.207619065668;6.07416376912869;342.42762433394535;316.6227070684778;23.276428995982382;4570.209914006326;349.73632460536925
1700;0.09975123252376908;4632.939703461763;6.0901215572236875;342.97055941794815;316.8930296114562;23.885134306961174;4632.947461419447;350.4967003100083
1800;0.10760106713632446;4690.373922469977;6.104630164763442;343.46790086408805;317.1406544834097;24.47350211198286;4690.380225862404;351.174257723207
1900;0.11556362689210238;4743.102046982609;6.11787421703558;343.9249950379456;317.36824335828965;25.04241031765013;4743.131840605452;351.78058234070323
2000;0.12362144779713954;4791.731437411824;6.130000534219146;344.34612321299164;317.5779250862515;25.592751126078667;4791.734908371408;352.3254299560911
2100;0.12344512492284077;5698.398481449378;6.4639433041332275;351.19688918523883;320.9849909603016;76.71006261413048;5698.406136898243;350.5639197990483
2200;0.13147539860140753;5736.620615135976;6.474259473237241;351.48578591360365;321.1287843830603;77.05412427522906;5736.657251152622;351.1641596402681
2300;0.13939111831012732;5793.538897908357;6.489849317995169;351.9242158443315;321.34695683053565;80.86823441248069;5793.572821228572;351.65665746324566
2400;0.14491241188406617;6101.5601497056605;6.574304538643738;354.3369877764595;322.54719571809386;172.10734972732283;6101.571366972127;351.5276084705191
2500;0.15310285055557635;6133.751909863415;6.58259986886714;354.57721285233947;322.6667633823452;172.78717916899265;6133.761655862779;352.0144724210886
2600;0.16044177318123956;6256.01942129865;6.614914443590366;355.51928338843805;323.135421523864;265.0363766390288;6256.03010090832;352.2701663388932
2700;0.1687435894094827;6284.013196604181;6.622020814074491;355.72758298247896;323.2391016093105;265.9948772253123;6284.0223295020205;352.6895320088106
2800;0.17710328928006194;6309.802901482539;6.628567850316514;355.9198779438863;323.3348183044959;266.9121028230985;6309.843375241873;353.0761918308663
2900;0.18551253300809167;6333.70695623803;6.6346108616637;356.097705539793;323.42333419701004;267.78845021083964;6333.713444387773;353.43352495154676
3000;0.19396621511483683;6355.808291705847;6.640206673607642;356.262656981901;323.50544358731315;268.6256367568464;6355.837851425589;353.76457066767944
3100;0.20196383392784018;6422.849203839685;6.657486484860809;356.77406504172035;323.75987130595274;358.97302334715044;6422.8543852908615;353.9977118375865
3200;0.21048253799077868;6442.2285068366555;6.662348768457652;356.91836458698947;323.8317020858385;359.99440901571256;6442.2328168808135;354.2867322220959
3300;0.2190320578855345;6460.287104087042;6.6668799107729075;357.053023567993;323.8987353437617;360.9698294252815;6460.30761721016;354.5562604508299
3400;0.22760853868992761;6477.18175974519;6.671110198567857;357.1789057730183;323.9614000893669;361.9013290101971;6477.199166900433;354.80811374985825
3500;0.23620917919129406;6493.001665163378;6.675068077659399;357.29682475822335;324.02010155561595;362.79123756639507;6493.016426945928;355.04391471783686
3600;0.24454466357998697;6533.903868476842;6.685458221190097;357.6072198971449;324.1745349926195;443.484102979675;6533.917365963785;355.2314999162221
3700;0.2531837288903831;6547.943943393472;6.688954458620279;357.71182377087143;324.2266092322362;444.47917905132834;6547.955409473238;355.44051903483796
3800;0.26184088843126235;6561.110116481237;6.69224458220026;357.8103574579828;324.2756632801524;445.43149944910607;6561.171665215247;355.63727291202565
3900;0.2705132208336163;6573.577232287578;6.695343165726818;357.9032447198288;324.3219056886853;446.34279532387797;6573.630750163868;355.8227635732874
4000;0.27919940074670335;6585.387872344509;6.6982664433974275;357.99095629498726;324.3655711365005;447.2154330782493;6585.394942722099;355.99791180688686
4100;0.2875437236723068;6628.1900992181;6.709060742992477;358.3157131601576;324.52713772214815;605.7382120171083;6628.196747030674;356.1295078433344
